,County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,SNAP,Location Points
383,Nassau,Port Washington Organic Farmers' Market,Port Washington Town Dock 347 Main St.,Main St and Covert St,Port Washington,NY,11050,Patti Wood,5168830887.0,http://www.grassrootsinfo.org,Saturday  8am-12pm,June 9-October 27,Y,M,40.83153,-73.7019,N,"(40.83153, -73.7019)"
384,Nassau,Rockville Centre Farmers' Market,Sunrise Hwy & Longbeach Rd.,Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,June 3-November 18,Y,M,40.65712,-73.6321,N,"(40.65712, -73.6321)"
385,Nassau,Roosevelt Community Farm Stand,380 Nassau Rd. Family Health Clinic,380 Nassau Rd.,Roosevelt,NY,11575,Clara Gillens,5165442955.0,http://www.rooseveltfarmersmarket.com,Wednesday  11am-4pm,August 15-October 31,Y,M,40.68172,-73.59132,Y,"(40.68172, -73.59132)"
386,Nassau,Roslyn-North Hills Farmers' Market,Christopher Morley Park 500 Searingtown Rd.,500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,June 6-November 21,Y,M,40.78188,-73.66277,N,"(40.78188, -73.66277)"
387,Nassau,Rottkamp Bros Farm Stand,McCouns Lane  Old Brookville,McCouns Lane,Old Brookville,NY,11545,Richard Rottkamp,5166712566.0,,"Mon-Sat  10am-6pm, Sunday  9am-4pm",July 1-November 22,Y,M,40.83108,-73.61864,N,"(40.83108, -73.61864)"
388,Nassau,Seaford Farmers' Market,"Seaford Railroad Station Parking Lot 3, Sunrise Highway & Washington St.",Sunrise Highway and Washington St.,Seaford,NY,11783,Ethel Terry,6313233653.0,http://www.longislandgrowersmarket.com,Saturday  7am-12pm,June 2-November 17,Y,M,40.67572,-73.48657,N,"(40.67572, -73.48657)"
389,Nassau,The Garden at St. Francis Farm Stand,1692 Bellmore Ave  N. Bellmore,1692 Bellmore Ave,North Bellmore,NY,11710,Susan Salem,5166791184.0,,Sunday  11am-2pm,July 8-October 14,Y,M,40.68156,-73.53528,N,"(40.68156, -73.53528)"
390,New York,175th Street Greenmarket,175th St. btwn Wadsworth & Broadway,West 175th St and Broadway,New York,NY,10038,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,June 28-November 29,Y,M,40.84622,-73.93847,Y,"(40.84622, -73.93847)"
391,New York,57th Street Saturday Greenmarket,Tenth Ave. btwn 57th & 58th Sts.,891 Tenth Ave,New York,NY,10019,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Saturday  8am-5pm,June 2-November 17,Y,M,40.76943,-73.98835,Y,"(40.76943, -73.98835)"
392,New York,57th Street Wednesday Greenmarket,Tenth Ave. btwn 57th & 58th Sts.,891 Tenth Ave,New York,NY,10019,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,May 30-November 21,Y,P/M,40.7695,-73.98841,Y,"(40.7695, -73.98841)"
393,New York,79th Street Greenmarket,Columbus Ave. btwn W 77th & W 81st Sts.,West 79th St and Columbus Ave,New York,NY,10024,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sunday  9am-5pm,Year-round,Y,YR,40.78195,-73.97548,Y,"(40.78195, -73.97548)"
394,New York,82nd Street Saint Stephen's Greenmarket,E 82nd St.  btwn 1st & York Aves.,408 East 82nd Street,New York,NY,10128,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,Y,YR,40.77394,-73.9506,Y,"(40.77394, -73.9506)"
395,New York,92nd Street Greenmarket,E 92nd St. and 1st Ave.,East 92nd St and First Ave,New York,NY,10128,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Sunday  8am-4pm,June 24-November 18,Y,M,40.78071,-73.94658000000001,Y,"(40.78071, -73.94658)"
396,New York,97th Street Greenmarket,97th St. btwn Amsterdam & Columbus Aves.,West 97th St and Columbus Ave,New York,NY,10025,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/west-97,Friday  8am-2pm,Year-round,Y,YR,40.79356,-73.96701,Y,"(40.79356, -73.96701)"
397,New York,Abingdon Square Greenmarket,W 12th St. and Hudson St.,Hudson St and W 12 St,New York,NY,10014,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/abingdon-square,Saturday  8am-2pm,Year-round,Y,YR,40.73755,-74.00568,Y,"(40.73755, -74.00568)"
398,New York,Bowling Green Thursday Greenmarket,Broadway at Battery Place,Battery Place and Broadway,New York,NY,10004,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,Y,YR,40.70445,-74.01423,Y,"(40.70445, -74.01423)"
399,New York,Bowling Green Tuesday Greenmarket,Broadway at Battery Place,Battery Place and Broadway,New York,NY,10004,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/bowling-green-tu,Tuesday  8am-5pm,Year-round,Y,YR,40.70462,-74.01422,Y,"(40.70462, -74.01422)"
400,New York,Chelsea Farmers' Market,383 W 23rd St. btw 8th & 9th Aves.,383 W 23rd Street,New York,NY,10011,Emily Lee,9149234837.0,http://www.downtoearthmarkets.com,Saturday  9am-4pm,May 5-December 15,Y,P/M/X,40.74633,-74.00081,Y,"(40.74633, -74.00081)"
401,New York,City Hall Park Fri Greenmarket,Broadway btwn Chambers & Warren Sts.,Broadway and Chambers St,New York,NY,10007,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Friday  8am-4pm,Year-round,Y,YR,40.71419,-74.0063,Y,"(40.71419, -74.0063)"
402,New York,City Hall Park Tue Greenmarket,Broadway btwn Chambers & Warren Sts.,Broadway and Chambers St,New York,NY,10007,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,Year-round,Y,YR,40.71416,-74.00628,Y,"(40.71416, -74.00628)"
403,New York,Columbia Sun Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Sunday  8am-5pm,Year-round,Y,YR,40.8073,-73.9643,Y,"(40.8073, -73.9643)"
404,New York,Columbia Thu Greenmarket,Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/columbia-th,Thursday  8am-5pm,Year-round,Y,YR,40.80731,-73.9643,Y,"(40.80731, -73.9643)"
405,New York,Dag Hammarskjold Plaza Greenmarket,E 47th St. btwn 1st & 2nd Aves.,East 47th St and Second Ave,New York,NY,10017,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wednesday  8am-4pm,Year-round,Y,YR,40.75298,-73.96989,Y,"(40.75298, -73.96989)"
406,New York,Fort Washington Greenmarket,Fort Washington Ave. btwn 168th & 169th Sts.,Fort Washington Ave and West 168th St,New York,NY,10032,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 5-November 27,Y,M,40.84217,-73.94229,Y,"(40.84217, -73.94229)"
407,New York,Gouverneur Health Youthmarket,Madison St. btwn Clinton & Jefferson Sts.,227 Madison Street,New York,NY,10002,Kori Petrovic,2127887900.0,http://www.grownnyc.org/youthmarket,Thursday  8:30am-2pm,July 5-November 15,Y,M,40.71321,-73.98779,Y,"(40.71321, -73.98779)"
408,New York,Grass Roots Farmers' Market,"Jackie Robinson Park W 145th St., btwn Edgecomb & Bradhurst Aves.",West 145th St and Edgecombe Ave,New York,NY,10030,Sonya Simmons,2129961514.0,,Sat/Tue  9am-4pm,July 10-November 27,Y,M,40.82365,-73.94385,Y,"(40.82365, -73.94385)"
409,New York,Hamilton Heights Green Youth Market,"Johnny Hartman Plaza (North Corner), Amsterdam Ave btwn 143rd & 144th sts.",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Nando Rodriguez,2122837044.0,http://brotherhood-sistersol.org/programs/environmental-program,Wed/Sat  10:30am-5pm,June 20-November 21,Y,M,40.82396,-73.94855,Y,"(40.82396, -73.94855)"
410,New York,Harvest Home 125th Street Farm Stand,"Adam Clayton Powell Jr. State Office Bldg , 163 W 125th St. Plaza",163 W 125th St. Plaza,New York,NY,10027,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,Tuesday  8am-6pm,June 5-November 20,Y,M,40.8085,-73.94712,Y,"(40.8085, -73.94712)"
411,New York,Harvest Home East Harlem Farmers' Market,E 104th St. & Third Ave.,East 104th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,Thursday  8am-4pm,June 7-November 22,Y,M,40.790240000000004,-73.94564,Y,"(40.79024, -73.94564)"
412,New York,Harvest Home East River Farm Stand,First Ave.  Btwn E 108 and E 109 Sts.,First Ave. between E 108 and E 108 Streets,New York,NY,10029,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,Saturday  9am-4pm,June 9-November 18,Y,M,40.7923,-73.93666,Y,"(40.7923, -73.93666)"
413,New York,Harvest Home Harlem Hospital Farmers' Market,"506 Lenox Ave. , Btwn W 135th & W 137th Sts.",137th Street and Lennox Avenue,New York,NY,10037,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,"June-Nov Friday  8am-4pm, Dec-May Friday  9am-3pm",Year-round,Y,YR,40.81539,-73.93985,Y,"(40.81539, -73.93985)"
414,New York,Harvest Home Lenox Ave. Farmers' Market,Lenox Ave. btwn W 117th & W 118th Sts. New York,150 Lenox Avenue,New York,NY,10027,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,Saturday  8am-4pm,June 9-November 17,Y,M,40.80295,-73.9489,Y,"(40.80295, -73.9489)"
415,New York,Harvest Home Metropolitan Farmers' Market,East 99th St. & 3rd Ave.,East 99th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,Friday  8am-4pm,June 8-November 16,Y,M,40.78713,-73.94792,Y,"(40.78713, -73.94792)"
416,New York,Harvest Home West Harlem Farm stand,Broadway btwn 137th & 138th Sts.,137th St and Broadway,New York,NY,10031,Maritza Owens,2128283361.0,http://www.harvesthomefm.org,Tuesday  8am-4pm,June 5-November 20,Y,M,40.82136,-73.95404,Y,"(40.82136, -73.95404)"
417,New York,Hudson Yards Farmers' Market,Hudson Boulevard Park,Hudson Boulevard Park,New York,NY,10001,Emily Lee,9149234837.0,http://www.downtoearthmarkets.com,Thursday  9am-6pm,May 10-November 15,Y,P/M,40.74928,-73.99259,Y,"(40.74928, -73.99259)"
418,New York,Inwood Greenmarket,"Isham St., Isham Park, btwn Seaman Ave. & Cooper St.",Isham St and Seaman St,New York,NY,10034,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/inwood,Saturday  8am-3pm,Year-round,Y,YR,40.86988,-73.9209,Y,"(40.86988, -73.9209)"
419,New York,Lower East Side Youthmarket,Grand Ave. btwn Pitt & Willett Sts.,Grand St and Pitt St,New York,NY,10002,Kori Petrovic,2127887900.0,http://www.grownyc.org/youthmarket,Thursday  8am-3pm,June 7-December 20,Y,M/X,40.71523,-73.9843,Y,"(40.71523, -73.9843)"
420,New York,Morningside Park Farmers' Market,W 110th St. & Manhattan Ave.,West 110th St and Manhattan Ave,New York,NY,10025,Emily Lee,9149234837.0,http://www.downtoearthmarkets.com,Saturday  9am-4pm,Year-round,Y,YR,40.801159999999996,-73.95965,Y,"(40.80116, -73.95965)"
421,New York,Mount Sinai Hospital Greenmarket,Madison Ave. at E 99th St.,East 99th St and Madison Ave,New York,NY,10029,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,June 20-November 28,Y,M,40.78918,-73.95276,Y,"(40.78918, -73.95276)"
422,New York,Oculus Plaza Greenmarket,"Oculus Plaza, Church and Fulton Sts.",33-69 Vesey St,New York,NY,10007,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Tuesday  7am-7pm,June 5-November 30,Y,M,40.71302,-74.01252,Y,"(40.71302, -74.01252)"
423,New York,Project EATS Frederick Douglass Houses Farm Stand,825 Columbus Ave. New York,825 Columbus Ave.,New York,NY,10025,Maryanne Speroni,2126121528.0,http://www.projecteats.org,Saturday  9am-3pm,June 16-November 10,Y,M,40.79667,-73.96473,Y,"(40.79667, -73.96473)"
424,New York,PS 57 Youthmarket,115th St. and 3rd Ave.,115th St. and 3rd Ave,New York,NY,10029,Kori Petrovic,2127887900.0,http://www.grownyc/youthmarket,Wednesday  9am-4pm,July 11-November 21,Y,M,40.797270000000005,-73.94051,Y,"(40.79727, -73.94051)"
425,New York,Rockefeller Center Fri Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Friday  8am-5pm,July 27-August 31,Y,M,40.75914,-73.97873,Y,"(40.75914, -73.97873)"
426,New York,Rockefeller Center Thu Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,July 26-August 30,Y,M,40.75914,-73.97873,Y,"(40.75914, -73.97873)"
427,New York,Rockefeller Center Wed Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,July 25-August 29,Y,M,40.75907,-73.97846,Y,"(40.75907, -73.97846)"
428,New York,Stuyvesant Town Greenmarket,14th St. Loop & Ave A South end of oval,1 Stuyvesant Oval,New York,NY,10009,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Sun  9:30am-4:30pm,May 20-December 23,Y,P/M/X,40.73146,-73.97875,Y,"(40.73146, -73.97875)"
429,New York,Tompkins Square Greenmarket,Tompkins Square Park E 7 St. at Ave A,Avenue A and East 7th St,New York,NY,10009,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sunday  9am-6pm,Year-round,Y,YR,40.72602,-73.98353,Y,"(40.72602, -73.98353)"
430,New York,Tribeca Greenmarket Saturday,Greenwich St. btwn Chambers & Duane Sts,Greenwich St and Chambers St,New York,NY,10023,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Saturday  8am-3pm,Year-round,Y,YR,40.7163,-74.01097,Y,"(40.7163, -74.01097)"
431,New York,Tribeca Greenmarket Wednesday,Greenwich St. btwn Chambers & Duane,Greenwich St and Chambers St,New York,NY,10023,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Wednesday  8am-3pm,June 6-November 21,Y,M,40.71629,-74.01095,Y,"(40.71629, -74.01095)"
432,New York,Tucker Square Saturday Greenmarket,Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Saturday  8am-5pm,Year-round,Y,YR,40.77361,-73.98158000000001,Y,"(40.77361, -73.98158)"
433,New York,Tucker Square Thursday Greenmarket,Columbus Ave btwn W 65th & W 66th Sts.,Columbus and West 66th St,New York,NY,10023,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,Y,YR,40.77362,-73.98156,Y,"(40.77362, -73.98156)"
434,New York,Union Square Friday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900.0,https://www.grownyc.org/greenmarket,Friday  8am-6pm,Year-round,Y,YR,40.73701,-73.99025,Y,"(40.73701, -73.99025)"
435,New York,Union Square Monday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900.0,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Monday  8am-6pm,Year-round,Y,YR,40.737120000000004,-73.99029,Y,"(40.73712, -73.99029)"
436,New York,Union Square Saturday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900.0,https://www.grownyc.org/greenmarket,Saturday  8am-6pm,Year-round,Y,YR,40.7371,-73.99032,Y,"(40.7371, -73.99032)"
437,New York,Union Square Wednesday Greenmarket,E. 17th St. & Broadway NW side of Park,Broadway and East 17th St,New York,NY,10003,Pam Knepper,2127887900.0,https://www.grownyc.org/greenmarket,Wednesday  8am-6pm,Year-round,Y,YR,40.7371,-73.99032,Y,"(40.7371, -73.99032)"
438,New York,Uptown Go Green,"181 St. Manhattan, btwn Audobon & St. Nicholas Aves.",181 Street between Audobon and Saint Nicholas Avenues,Bronx,NY,10033,Walter Sotelo,9174637707.0,http://www.uptowncommunitychurch.com,"Wednesday  4pm-8pm, Saturday  10am-5pm",TBD,Y,M,40.84988,-73.93592,N,"(40.84988, -73.93592)"
439,New York,Water Street at Coenties Greenmarket,Coenties Slip btw Pearl & Water Sts.,Water Street and Coenties Slip,New York,NY,10004,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-6pm,June 7-December 20,Y,M/X,40.7034,-74.01046,Y,"(40.7034, -74.01046)"
440,Niagara,Huntington Farm Stand,9715 Ridge Rd. Middleport,9715 Ridge Rd.,Middleport,NY,14105,Dan Huntington,7163930590.0,,Daily  9am-7pm,June-October,Y,M,43.24672,-78.48848000000001,N,"(43.24672, -78.48848)"
441,Niagara,Lockport Community Farmer's Market,57 Canal Street,57 Canal Street,Lockport,NY,14094,Jessica Dittly,7164340212.0,http://www.lockportcommunitymarket.com,Saturday  9am-2pm,June 16-October 20,Y,M,43.1705,-78.694,Y,"(43.1705, -78.694)"
442,Niagara,Lockport Community WINTER Farmers' Market,210 Walnut St.,210 Walnut Street,Lockport,NY,14094,Jessica Dittly,7164340212.0,http://www.lockportcommunitymarket.com,1st &3rd Saturday  10am-2pm,November 3-May 18,Y,M/X/W/P,43.16982,-78.68755,Y,"(43.16982, -78.68755)"
443,Niagara,McCollum Orchard Farm Stand,248 N. Adam St Lockport,248 N. Adam St,Lockport,NY,14094,Richard Woodbridge,7168801181.0,http://www.mccollumorchards.com,Thursday 3pm-7pm,June 21-November 1,Y,M,43.18443,-78.68672,N,"(43.18443, -78.68672)"
444,Niagara,Newfane Methodist Farmers' Market,2699 Main St. Newfane,2699 Main St.,Newfane,NY,14108,Amy Luckman,7167787011.0,,Wed  4:30pm-7pm,June 20-October 17,Y,M,43.28365,-78.70879000000001,N,"(43.28365, -78.70879)"
445,Niagara,Niagara Falls City Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798.0,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Mon/Wed/Fri  9am-4pm,Year-round,Y,YR,43.09513,-79.03971999999999,N,"(43.09513, -79.03972)"
446,Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555.0,http://www.northtonawanda.org/Departments/City%20Market.htm,Saturday  7am-1pm,Year-round,Y,YR,43.033770000000004,-78.87021,Y,"(43.03377, -78.87021)"
447,Niagara,North Tonawanda City Thurs Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555.0,http://www.northtonawanda.org/Departments/City%20Market.htm,Thursday  7am-1pm,Year-round,Y,YR,43.033770000000004,-78.87021,Y,"(43.03377, -78.87021)"
448,Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Dale Rogers,7166958555.0,http://www.northtonawanda.org/Departments/City%20Market.htm,Tuesday  7am-1pm,Year-round,Y,YR,43.033770000000004,-78.87021,Y,"(43.03377, -78.87021)"
449,Niagara,Prudom Farms Farm Stand,2570 Carmen Rd. Middleport,2575 Carmen Road,Middleport,NY,14105,Lynne McAvoy,7165149645.0,http://www.prudomfarms.com,Daily  10am-dusk,March-December,Y,W/P/M/X,43.28347,-78.48892,Y,"(43.28347, -78.48892)"
450,Niagara,Schwab Farm Stand,9035 Rochester Rd Gasport,9035 Rochester Rd,Gasport,NY,14067,Sharon Brent,7165600853.0,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Saturday  8am-6pm, Sunday  9am-5pm",Year-round,Y,YR,43.20425,-78.52308000000001,Y,"(43.20425, -78.52308)"
451,Niagara,Veggie Van MM-Community Health Center,2715 Highland Ave Niagara Falls,2715 Highland Ave,Niagara Falls,NY,14305,Kaitlin Smith,7164338839.0,http://cceniagaracounty.org/communities/creating-healthy-schools-communities/creating-healthy-communities/veggie-van,Thursday 1pm-3pm,July 11-September 27,Y,M,43.11302,-79.04899999999999,Y,"(43.11302, -79.049)"
452,Niagara,Veggie Van MM-JD Senior Center,1201 Hyde Park Niagara Falls,1201 Hyde Park,Niagara Falls,NY,14305,Kaitlin Smith,7164338839.0,https://www.facebook.com/CHPNiagara/?ref=hl,Thursday 10am-12 noon,July 11-September 27,Y,M,43.099920000000004,-79.02631,Y,"(43.09992, -79.02631)"
453,Niagara,Veggie Van MM-Lackawana,230 Martin Rd Lackawana,230 Martin Rd,Lackawana,NY,14218,Kaitlin Smith,7164338839.0,http://cceniagaracounty.org/communities/creating-healthy-schools-communities/creating-healthy-communities/veggie-van,Wednesday 10am-12 noon,July 11-September 27,Y,M,42.81641,-78.8161,Y,"(42.81641, -78.8161)"
454,Niagara,Veggie Van MM-Taggert Playground,Odell St Lackawanna,Odell St,Lackawanna,NY,14218,Kaitlin Smith,7164338839.0,http://cceniagaracounty.org/communities/creating-healthy-schools-communities/creating-healthy-communities/veggie-van,Wednesday 1pm-3pm,July 11-September 27,Y,M,42.82093,-78.84284,Y,"(42.82093, -78.84284)"
455,Oneida,Boonville Farmers' Market,"Erwin Park parking lot, Route 12",Carol Ave and Ford St,Boonville,NY,13309,Michelle Bartelotte,3159425112.0,http://boonvillechamber.com,Thurs 12:30pm-5:30pm,June 14-October 11,Y,M,43.48178,-75.34404,N,"(43.48178, -75.34404)"
456,Oneida,City of Utica Farmers' Market,Chancellor Park Elizabeth St.,Bleeker St and 1st St,Utica,NY,13501,Thalia Hunter,3157920114.0,,Wednesday  8am-5pm,June 27-October 31,Y,M,43.100429999999996,-75.22483000000001,Y,"(43.10043, -75.22483)"
457,Oneida,Clinton Farmers' Market,Village Green  21 West Park Row,21 W Park Row,Clinton,NY,13323,Jackie Walters,3158531735.0,http://www.clintonnychamber.org,Thursday  10am-4pm,June 7-October 4,Y,M,43.04823,-75.37883000000001,Y,"(43.04823, -75.37883)"
458,Oneida,Oneida County Public Market,"REA Wing  Union Station, 321 Main St. Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639.0,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 19-October 27,Y,P/M,43.10393,-75.2239,Y,"(43.10393, -75.2239)"
459,Oneida,Oneida County WINTER Public Market,"Inside Main Lobby Union Station, 321 Main Street Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639.0,http://www.oneidacountymarket.com,Alt Saturdays  9am-1pm,November 11-April 28,Y,M/X/W/P,43.10393,-75.2239,Y,"(43.10393, -75.2239)"
460,Oneida,Rome Downtown Farmers' Market,City Hall Green 198 N Washington Street,198 N Washington Street,Rome,NY,13440,Jake DiBari,3152717090.0,http://www.positivelyrome.com,Friday  12pm-6pm,June 15-October 5,Y,P/M,43.22396,-75.44779,N,"(43.22396, -75.44779)"
461,Oneida,Trenton Farmers' Market,Village Green Holland Patent,Main St and Church St,Holland Patent,NY,13354,William Hajdasz,3155257513.0,http://www.trentonmarket.com,Saturday  9am-1pm,June 16-October 6,Y,M,43.24131,-75.25753,Y,"(43.24131, -75.25753)"
462,Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd. Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182.0,http://wagnerfarmsny.com/,Daily  9am-6pm,Year-round,Y,YR,43.1805,-75.50086,Y,"(43.1805, -75.50086)"
463,Oneida,Wagner Farms Farm Stand 2,1122-1160 Erie Blvd. West  Rome,1122-1160 Erie Blvd. West,Rome,NY,13440,Ronald Wagner,3153395182.0,http://www.wagnerfarmsny.com,Friday  9am-6pm,May 11-October 26,Y,P/M,43.22401,-75.48476,N,"(43.22401, -75.48476)"
464,Oneida,Whitesboro Farmers' Market,8 Park Ave.,8 Park Avenue,Whitesboro,NY,13492,Bob Friedlander,3157361613.0,http://www.village.whitesboro.ny.us,Monday  2pm-7pm,June 4-October 15,Y,M,43.121773,-75.291136,N,"(43.121773, -75.291136)"
465,Oneida,Whitesboro WINTER Farmers' Market,Dunham Public Library 76 Main St.,76 Main St.,Whitesboro,NY,13492,Susan Hansen,3157369734.0,,1st and 3rd Mon  3pm-7pm,October 17-April 17,N,M/X/W/P,43.121106,-75.28919300000001,N,"(43.121106, -75.289193)"
466,Oneida,Wormont Woolies Farm Stand,8998 Summit Rd.  Cassville,8998 Summit Rd.,Cassville,NY,13318,Katherine Warden,3157255716.0,,Sun-Fri  11am-5pm,Year-round,Y,YR,42.95876,-75.29666999999999,N,"(42.95876, -75.29667)"
467,Onondaga,Auburn Thu Farmers' Co-op Market,96 State Street  Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609.0,http://www.auburnfarmerscoopmarketinc.com,Thu 7am-2pm,June 2-October 30,Y,M,42.93401,-76.57007,Y,"(42.93401, -76.57007)"
468,Onondaga,Auburn Tue Farmers' Co-op Market,96 State Street  Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609.0,http://www.auburnfarmerscoopmarketinc.com,Tue 7am-2pm,June 2-October 30,Y,M,42.93401,-76.57007,Y,"(42.93401, -76.57007)"
469,Onondaga,Baltimore Woods WINTER Farmers' Market,"Baltimore Woods Nature Center, 4007 Bishop Hill Road",4007 Bishop Hill Road,Marcellus,NY,13108,Sue Jones,3156731350.0,https://www.facebook.com/winterfarmersmarketatbaltimorewoods/,2nd Saturday  10am-1pm,November-April,N,M/X/W/P,42.964884999999995,-76.34460899999999,N,"(42.964885, -76.344609)"
470,Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd. Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Coleen Tucker,3156521463.0,http://www.bayberryplaza.com,Wed  8am-2pm,May 2-October 31,Y,P/M,43.13779,-76.22601999999999,N,"(43.13779, -76.22602)"
471,Onondaga,Brownson Family Farm Farm Stand,8149 Bridgeport Kirkville Rd. Kirkville,8149 Bridgeport Kirkville Rd,Kirkville,NY,13082,James A Brownson,3156562025.0,http://www.brownsonfamilyfarm.com,Daily  9am-6pm,April 1-December 31,Y,P/M/X,43.11657,-75.95328,N,"(43.11657, -75.95328)"
472,Onondaga,Central NY Regional Market Authority,2100 Park St. Syracuse,2100 Park Street,Syracuse,NY,13208,Amanda Vitale,3154228647.0,http://www.cnyrma.com,"Thu/Sat/Sun  7am-2pm, No Thu Market in Winter",Year-round,Y,YR,43.07269,-76.16835,Y,"(43.07269, -76.16835)"
473,Onondaga,Downtown Syracuse Farmers' Market,100 Clinton Square,Clinton St and Water St,Syracuse,NY,13202,Charles McFadden,3154228284.0,http://www.downtownsyracuse.com,Tuesday  7am-3pm,June 12-October 9,Y,M,43.050540000000005,-76.15354,Y,"(43.05054, -76.15354)"
